-------------------- QDA Probability Densities --------------------
{'Iris-virginica': 0.002653657562214129, 'Iris-setosa': 3.921945663056035e-75, 'Iris-versicolor': 106.48351634834245}
{'Iris-virginica': 0.0018348376327209505, 'Iris-setosa': 7.29058745845312e-83, 'Iris-versicolor': 63.52089105123683}
{'Iris-virginica': 0.05482119812739218, 'Iris-setosa': 6.343532031019327e-102, 'Iris-versicolor': 44.509343209887}
{'Iris-virginica': 3.229923399464155, 'Iris-setosa': 2.710984001079358e-122, 'Iris-versicolor': 30.562363544484057}
{'Iris-virginica': 1.5373006223094239, 'Iris-setosa': 1.6856734951675435e-90, 'Iris-versicolor': 153.35668859632042}
{'Iris-virginica': 3.5833836763133932e-06, 'Iris-setosa': 2.1626405005428502e-40, 'Iris-versicolor': 19.70680778238468}
{'Iris-virginica': 0.00446561592929592, 'Iris-setosa': 2.9975249504400486e-53, 'Iris-versicolor': 87.63592271858224}
{'Iris-virginica': 0.0005841253477954617, 'Iris-setosa': 5.688271313646467e-47, 'Iris-versicolor': 50.037249798405895}
{'Iris-virginica': 0.0026142913811234006, 'Iris-setosa': 6.697480987893224e-58, 'Iris-versicolor': 126.60718954939506}
{'Iris-virginica': 25.06596424300621, 'Iris-setosa': 4.734027517305391e-123, 'Iris-versicolor': 4.224760129202704}
{'Iris-virginica': 1.017909204570757, 'Iris-setosa': 2.824460679768579e-91, 'Iris-versicolor': 11.872575235708048}
{'Iris-virginica': 0.1271317788984352, 'Iris-setosa': 1.8148413069171868e-92, 'Iris-versicolor': 18.82139921032224}
{'Iris-virginica': 0.05275783252713883, 'Iris-setosa': 2.9311783342090793e-98, 'Iris-versicolor': 80.38053605662921}
{'Iris-virginica': 0.008703261606187276, 'Iris-setosa': 1.671365563464824e-85, 'Iris-versicolor': 20.348872819721187}
{'Iris-virginica': 0.04265643671346828, 'Iris-setosa': 2.6966690104743445e-66, 'Iris-versicolor': 60.2063935149225}
{'Iris-virginica': 0.14101484067599335, 'Iris-setosa': 1.2367473425426168e-66, 'Iris-versicolor': 96.32344937303148}
{'Iris-virginica': 0.9138425249740947, 'Iris-setosa': 4.913990922701575e-230, 'Iris-versicolor': 1.3452601355881542e-07}
{'Iris-virginica': 36.918778235546014, 'Iris-setosa': 9.382461978910829e-142, 'Iris-versicolor': 0.06958452922815421}
{'Iris-virginica': 56.377048583716004, 'Iris-setosa': 5.929527182496075e-194, 'Iris-versicolor': 0.008817719853732206}
{'Iris-virginica': 29.451843323934337, 'Iris-setosa': 1.1292771685301718e-157, 'Iris-versicolor': 0.164960455463436}
{'Iris-virginica': 40.82351023499653, 'Iris-setosa': 4.448594229856877e-195, 'Iris-versicolor': 0.0006836681233472089}
{'Iris-virginica': 16.63535277447131, 'Iris-setosa': 1.3892929637282024e-238, 'Iris-versicolor': 1.6227340301135665e-05}
{'Iris-virginica': 1.990915697549554, 'Iris-setosa': 2.442845203905551e-108, 'Iris-versicolor': 0.029356952912507672}
{'Iris-virginica': 19.077948076747678, 'Iris-setosa': 3.605192417365541e-201, 'Iris-versicolor': 0.0001606534915053411}
{'Iris-virginica': 20.27337616873918, 'Iris-setosa': 7.618459187139045e-174, 'Iris-versicolor': 0.0032730295291031296}
{'Iris-virginica': 7.666572273005471, 'Iris-setosa': 1.0256924624352485e-230, 'Iris-versicolor': 6.7471842738452275e-06}
{'Iris-virginica': 17.369657380964423, 'Iris-setosa': 1.6142695709848815e-143, 'Iris-versicolor': 0.36750735773472154}
{'Iris-virginica': 53.640209841515045, 'Iris-setosa': 5.395232721343644e-151, 'Iris-versicolor': 0.16743127046723255}
{'Iris-virginica': 41.97389918524716, 'Iris-setosa': 3.168705440717189e-172, 'Iris-versicolor': 0.014227480219727914}
{'Iris-virginica': 16.52948773545409, 'Iris-setosa': 5.320051300551895e-147, 'Iris-versicolor': 0.00022620531216379372}
{'Iris-virginica': 4.460673660131087, 'Iris-setosa': 5.053352264830699e-183, 'Iris-versicolor': 6.483439938564906e-11}
{'Iris-virginica': 22.426121215598947, 'Iris-setosa': 1.1363011321564127e-176, 'Iris-versicolor': 2.1775474462068284e-05}
{'Iris-virginica': 55.23113186915311, 'Iris-setosa': 1.779599956039199e-151, 'Iris-versicolor': 1.8093843973891608}
{'Iris-virginica': 1.0521069517717683, 'Iris-setosa': 3.5935378417308814e-243, 'Iris-versicolor': 6.628149198095681e-05}
{'Iris-virginica': 0.25304615515662343, 'Iris-setosa': 3.608519014624482e-280, 'Iris-versicolor': 5.764812638128511e-11}
{'Iris-virginica': 4.383517507242461, 'Iris-setosa': 1.0651493464061285e-118, 'Iris-versicolor': 0.3070955529193171}
{'Iris-virginica': 32.87216716770759, 'Iris-setosa': 5.622384406786898e-196, 'Iris-versicolor': 0.00016739966313060066}
{'Iris-virginica': 24.608375407094638, 'Iris-setosa': 3.859301698523503e-140, 'Iris-versicolor': 0.004382729139343611}
{'Iris-virginica': 5.662383944614763, 'Iris-setosa': 1.2759359972804075e-242, 'Iris-versicolor': 4.515096867593503e-07}
{'Iris-virginica': 12.973811731167446, 'Iris-setosa': 2.1709421302075893e-126, 'Iris-versicolor': 1.1616608740247802}
{'Iris-virginica': 46.16130210500023, 'Iris-setosa': 4.7147394614780924e-179, 'Iris-versicolor': 0.11326355097314282}
{'Iris-virginica': 24.74847543923337, 'Iris-setosa': 6.904818836033174e-179, 'Iris-versicolor': 0.04987877068386727}
{'Iris-virginica': 12.910200451282888, 'Iris-setosa': 6.214570242400828e-121, 'Iris-versicolor': 2.088371346379768}
{'Iris-virginica': 25.81349805282219, 'Iris-setosa': 4.5395629770936836e-123, 'Iris-versicolor': 8.609169153320977}
{'Iris-virginica': 54.63686896811934, 'Iris-setosa': 5.4470687686255686e-179, 'Iris-versicolor': 0.0018662616783998245}
{'Iris-virginica': 10.883604301617355, 'Iris-setosa': 8.333128452806207e-160, 'Iris-versicolor': 0.05104050737715918}
{'Iris-virginica': 20.617348602973664, 'Iris-setosa': 1.1714212141219274e-196, 'Iris-versicolor': 0.0029789125408545233}
{'Iris-virginica': 0.901121358684295, 'Iris-setosa': 1.519459034929813e-211, 'Iris-versicolor': 0.001352021668796979}
{'Iris-virginica': 37.5117690207752, 'Iris-setosa': 6.053761014012538e-187, 'Iris-versicolor': 6.939518740565985e-05}
{'Iris-virginica': 13.319701125850173, 'Iris-setosa': 1.8924092335177823e-117, 'Iris-versicolor': 11.011621850074965}
{'Iris-virginica': 0.6514073370395563, 'Iris-setosa': 6.055519203405669e-141, 'Iris-versicolor': 2.2867924442088373e-05}
{'Iris-virginica': 1.8488149126063247, 'Iris-setosa': 4.736712209379563e-224, 'Iris-versicolor': 2.261178861953943e-06}
{'Iris-virginica': 7.608375560447504, 'Iris-setosa': 1.4500493950952819e-198, 'Iris-versicolor': 1.0200965020687672e-05}
{'Iris-virginica': 31.494692291568477, 'Iris-setosa': 1.2557068402661204e-150, 'Iris-versicolor': 1.414133496169659}
{'Iris-virginica': 19.956795307301032, 'Iris-setosa': 5.656366705710953e-119, 'Iris-versicolor': 6.43026487089479}
{'Iris-virginica': 16.372105271224218, 'Iris-setosa': 1.724166449067906e-166, 'Iris-versicolor': 0.01723896832954794}





-------------------- LDA Probability Densities --------------------
{'Iris-virginica': 1.6535299411430969e-38, 'Iris-setosa': 108.47167935850572, 'Iris-versicolor': 1.5755591722270757e-19}
{'Iris-virginica': 1.408801005839689e-29, 'Iris-setosa': 0.023490486786321693, 'Iris-versicolor': 6.825933060565975e-13}
{'Iris-virginica': 3.786405329549429e-35, 'Iris-setosa': 51.74493668777491, 'Iris-versicolor': 6.354947959537068e-17}
{'Iris-virginica': 1.1897316961770832e-30, 'Iris-setosa': 17.537058964417643, 'Iris-versicolor': 2.4166650070278567e-14}
{'Iris-virginica': 3.77585185838122e-33, 'Iris-setosa': 22.13954826537959, 'Iris-versicolor': 2.88853456395829e-16}
{'Iris-virginica': 1.3861335901355414e-32, 'Iris-setosa': 32.28332066033772, 'Iris-versicolor': 6.7567503900780845e-15}
{'Iris-virginica': 6.4695525136336924e-40, 'Iris-setosa': 38.42918486125726, 'Iris-versicolor': 6.659418437455813e-21}
{'Iris-virginica': 1.2092385881927976e-34, 'Iris-setosa': 78.34981612839294, 'Iris-versicolor': 1.8356213913564287e-16}
{'Iris-virginica': 7.687070843130259e-41, 'Iris-setosa': 90.52089255020267, 'Iris-versicolor': 2.6492242053496514e-21}
{'Iris-virginica': 4.187321380938951e-37, 'Iris-setosa': 133.0633882195654, 'Iris-versicolor': 3.4659377581103412e-18}
{'Iris-virginica': 0.018403426440045927, 'Iris-setosa': 2.6112029428779503e-21, 'Iris-versicolor': 15.291813518707414}
{'Iris-virginica': 0.19578509777856481, 'Iris-setosa': 7.259486083310862e-20, 'Iris-versicolor': 71.56692369444877}
{'Iris-virginica': 0.0016822854796786147, 'Iris-setosa': 5.150675837670184e-16, 'Iris-versicolor': 98.71513020354172}
{'Iris-virginica': 1.5039208451369811e-06, 'Iris-setosa': 2.4491570078198443e-13, 'Iris-versicolor': 7.343727085217977}
{'Iris-virginica': 0.04035638389752499, 'Iris-setosa': 8.163509370823848e-19, 'Iris-versicolor': 91.02948603347886}
{'Iris-virginica': 0.0008375930271759717, 'Iris-setosa': 8.0535351373032425e-16, 'Iris-versicolor': 22.595926796557826}
{'Iris-virginica': 0.012800009805721105, 'Iris-setosa': 3.878335084801319e-17, 'Iris-versicolor': 73.81352260943063}
{'Iris-virginica': 0.007867468244075243, 'Iris-setosa': 2.6732292510417366e-16, 'Iris-versicolor': 117.44109626108717}
{'Iris-virginica': 2.0503905941333088e-08, 'Iris-setosa': 5.976423991383587e-11, 'Iris-versicolor': 0.8128604511523035}
{'Iris-virginica': 0.0117327020235279, 'Iris-setosa': 8.552901029806511e-17, 'Iris-versicolor': 112.37523294433981}
{'Iris-virginica': 6.323201764793235, 'Iris-setosa': 1.4079643233604559e-43, 'Iris-versicolor': 3.1677276258385134e-05}
{'Iris-virginica': 0.08556005311960425, 'Iris-setosa': 1.0934194125387849e-36, 'Iris-versicolor': 0.00016565309496494954}
{'Iris-virginica': 45.397884327467054, 'Iris-setosa': 7.278158927410122e-36, 'Iris-versicolor': 0.08473366167851577}
{'Iris-virginica': 45.869222730542354, 'Iris-setosa': 1.7723462169688425e-43, 'Iris-versicolor': 0.00013786061572387985}
{'Iris-virginica': 2.9486673346767502, 'Iris-setosa': 4.4873670087132666e-45, 'Iris-versicolor': 3.4233359908564026e-06}
{'Iris-virginica': 0.8529699610792323, 'Iris-setosa': 1.0537519694728443e-38, 'Iris-versicolor': 0.00027392716986081463}
{'Iris-virginica': 9.673179302047142, 'Iris-setosa': 1.0066583397639968e-34, 'Iris-versicolor': 0.12892672067048175}
{'Iris-virginica': 57.93986159720663, 'Iris-setosa': 7.364645167545065e-33, 'Iris-versicolor': 0.3911086064038487}
{'Iris-virginica': 6.503024288636257, 'Iris-setosa': 3.715931944719063e-39, 'Iris-versicolor': 0.0002362828280161056}
{'Iris-virginica': 21.95563611669741, 'Iris-setosa': 1.6730957605840995e-31, 'Iris-versicolor': 0.4901100913272929}
{'Iris-virginica': 2.8953684832365177e-39, 'Iris-setosa': 137.81500384252834, 'Iris-versicolor': 6.126946536486803e-20}
{'Iris-virginica': 1.653366919529936e-34, 'Iris-setosa': 48.5585961071186, 'Iris-versicolor': 3.9891672248880565e-16}
{'Iris-virginica': 3.351718304833724e-36, 'Iris-setosa': 108.34009717650538, 'Iris-versicolor': 1.6099991943779254e-17}
{'Iris-virginica': 9.536077763996687e-33, 'Iris-setosa': 49.21588860289597, 'Iris-versicolor': 4.840192068924134e-15}
{'Iris-virginica': 9.566355205353955e-40, 'Iris-setosa': 114.58661048033295, 'Iris-versicolor': 1.9132777292996363e-20}
{'Iris-virginica': 1.9605402485551465e-37, 'Iris-setosa': 59.324811730108614, 'Iris-versicolor': 2.861228580735601e-19}
{'Iris-virginica': 9.347339419521607e-35, 'Iris-setosa': 71.93837221497529, 'Iris-versicolor': 7.328830850117285e-17}
{'Iris-virginica': 1.0750886854388297e-36, 'Iris-setosa': 141.99929735494072, 'Iris-versicolor': 5.357742304912977e-18}
{'Iris-virginica': 9.731524855756167e-32, 'Iris-setosa': 20.301174204052536, 'Iris-versicolor': 3.0328862700589104e-14}
{'Iris-virginica': 1.3827307191399853e-35, 'Iris-setosa': 74.15109340755875, 'Iris-versicolor': 7.002602400157881e-17}
{'Iris-virginica': 2.3625390527751857e-41, 'Iris-setosa': 79.85962336310453, 'Iris-versicolor': 1.156009077400183e-21}
{'Iris-virginica': 7.089183345876397e-35, 'Iris-setosa': 65.3855934318678, 'Iris-versicolor': 7.863615794145503e-17}
{'Iris-virginica': 1.3514347837414977e-35, 'Iris-setosa': 60.74284125319748, 'Iris-versicolor': 8.006440252435743e-17}
{'Iris-virginica': 3.6753177141099416e-37, 'Iris-setosa': 44.49380366141563, 'Iris-versicolor': 4.1783520500724926e-18}
{'Iris-virginica': 2.6179921432168718e-51, 'Iris-setosa': 1.1888558027669531, 'Iris-versicolor': 1.3924613788366703e-29}
{'Iris-virginica': 3.314204776608477e-47, 'Iris-setosa': 1.4091812607899088, 'Iris-versicolor': 2.9918032767991153e-27}
{'Iris-virginica': 6.379041369014676e-43, 'Iris-setosa': 17.609931110858508, 'Iris-versicolor': 2.297114702848037e-23}
{'Iris-virginica': 1.1328624488539422e-37, 'Iris-setosa': 122.74572955182036, 'Iris-versicolor': 6.876407985834433e-19}
{'Iris-virginica': 1.2007850904291264e-39, 'Iris-setosa': 52.26551872321595, 'Iris-versicolor': 1.3030330793203445e-20}
{'Iris-virginica': 3.0974629130311566e-39, 'Iris-setosa': 72.78887457381364, 'Iris-versicolor': 2.0383323690522394e-20}
{'Iris-virginica': 3.324583468485734e-36, 'Iris-setosa': 98.70737418485335, 'Iris-versicolor': 1.3553367193710103e-17}
{'Iris-virginica': 1.1993011180025652e-36, 'Iris-setosa': 88.81138647764128, 'Iris-versicolor': 1.6870410418922538e-18}
{'Iris-virginica': 3.1572870464538656e-43, 'Iris-setosa': 50.81615495078385, 'Iris-versicolor': 3.8344085420481504e-23}
{'Iris-virginica': 1.409411802769046e-29, 'Iris-setosa': 28.888429620476874, 'Iris-versicolor': 3.5309498759322666e-13}
{'Iris-virginica': 4.1201995608707076e-32, 'Iris-setosa': 7.239321904294304, 'Iris-versicolor': 4.1281595689701055e-15}
{'Iris-virginica': 1.551188080708767e-32, 'Iris-setosa': 43.296305418152535, 'Iris-versicolor': 1.069736067804633e-14}
{'Iris-virginica': 2.2311979572066201e-32, 'Iris-setosa': 87.86536191624242, 'Iris-versicolor': 4.1048891054142384e-15}
{'Iris-virginica': 1.7309002416858134e-38, 'Iris-setosa': 136.0785292792728, 'Iris-versicolor': 2.333318831538051e-19}
{'Iris-virginica': 5.910742087847763e-39, 'Iris-setosa': 111.79952457670517, 'Iris-versicolor': 1.3233995778053541e-19}
{'Iris-virginica': 8.240113458905198e-33, 'Iris-setosa': 50.739791345285674, 'Iris-versicolor': 3.575225884379831e-15}
{'Iris-virginica': 2.3629000546828477e-32, 'Iris-setosa': 57.81840755257769, 'Iris-versicolor': 1.084736817272981e-14}
{'Iris-virginica': 6.18569627901243e-36, 'Iris-setosa': 28.743845421955314, 'Iris-versicolor': 1.0306523652405847e-17}
{'Iris-virginica': 4.608741512350039e-47, 'Iris-setosa': 2.2614841208581344, 'Iris-versicolor': 1.2645450042354755e-26}
{'Iris-virginica': 1.1237138243199202e-48, 'Iris-setosa': 3.727132708076488, 'Iris-versicolor': 7.570131475685641e-28}
